Name,Coords
Bethany Beach DE,"-75.0660,38.5391"
Edgemoor DE,"-75.5070,39.7551"
Townsend DE,"-75.6945,39.3968"
Georgetown DE,"-75.3872,38.6899"
Kenton DE,"-75.6646,39.2272"
Greenwood DE,"-75.5907,38.8069"
North Star DE,"-75.7331,39.7550"
Slaughter Beach DE,"-75.3085,38.9143"
Middletown DE,"-75.7166,39.4453"
Blades DE,"-75.6024,38.6353"
Frederica DE,"-75.4667,39.0080"
Rehoboth Beach DE,"-75.0843,38.7168"
Milton DE,"-75.3104,38.7751"
Woodside DE,"-75.5667,39.0712"
Bear DE,"-75.6804,39.6188"
Wilmington DE,"-75.5413,39.7415"
Pike Creek Valley DE,"-75.6993,39.7296"
Rodney Village DE,"-75.5395,39.1284"
Henlopen Acres DE,"-75.0849,38.7257"
Frankford DE,"-75.2342,38.5215"
Millsboro DE,"-75.3019,38.5865"
Glasgow DE,"-75.7474,39.6015"
Clayton DE,"-75.6364,39.2846"
Cheswold DE,"-75.5883,39.2189"
Odessa DE,"-75.6605,39.4562"
Kent Acres DE,"-75.5160,39.1325"
St. Georges DE,"-75.6533,39.5576"
Ardentown DE,"-75.4807,39.8081"
Arden DE,"-75.4886,39.8113"
Ellendale DE,"-75.4250,38.8103"
Lewes DE,"-75.1454,38.7781"
Laurel DE,"-75.5688,38.5696"
Brookside DE,"-75.7153,39.6666"
Wyoming DE,"-75.5631,39.1147"
Claymont DE,"-75.4606,39.8032"
Newark DE,"-75.7573,39.6776"
Long Neck DE,"-75.1511,38.6200"
Camden DE,"-75.5570,39.0992"
Leipsic DE,"-75.5155,39.2430"
Delaware City DE,"-75.5939,39.5743"
Ocean View DE,"-75.0991,38.5357"
South Bethany DE,"-75.0591,38.5161"
Hockessin DE,"-75.6815,39.7837"
Riverview DE,"-75.5202,39.0293"
Dover DE,"-75.5203,39.1610"
Washington DC,"-77.0163,38.9047"
Stone Lake WI,"-91.5502,45.8445"
Nelson WI,"-92.0044,44.4214"
Fennimore WI,"-90.6491,42.9793"
Chenequa WI,"-88.3838,43.1229"
Helenville WI,"-88.6999,43.0165"
Tichigan WI,"-88.2150,42.8088"
Kekoskee WI,"-88.5615,43.5271"
Wonewoc WI,"-90.2239,43.6531"
St. Peter WI,"-88.3465,43.8377"
Black River Falls WI,"-90.8419,44.2981"
Shiocton WI,"-88.5768,44.4449"
Three Lakes WI,"-89.1708,45.8047"
Waldo WI,"-87.9478,43.6766"
North Prairie WI,"-88.4038,42.9357"
Mattoon WI,"-89.0411,45.0046"
Almond WI,"-89.4087,44.2607"
New Auburn WI,"-91.5666,45.1988"
Hustisford WI,"-88.6033,43.3442"
Little Chute WI,"-88.3199,44.2895"
Birnamwood WI,"-89.2094,44.9319"
Lodi WI,"-89.5367,43.3154"
Whitehall WI,"-91.3476,44.3705"
West Baraboo WI,"-89.7719,43.4814"
Lomira WI,"-88.4421,43.5945"
Brownsville WI,"-88.4952,43.6145"
Bloomer WI,"-91.4913,45.1030"
Wabeno WI,"-88.6581,45.4394"
Whitewater WI,"-88.7340,42.8372"
Reedsville WI,"-87.9517,44.1525"
Amherst WI,"-89.2832,44.4475"
Monona WI,"-89.3334,43.0540"
River Falls WI,"-92.6244,44.8608"
Delavan WI,"-88.6324,42.6281"
Greendale WI,"-88.0018,42.9370"
Couderay WI,"-91.3005,45.7976"
Berlin WI,"-88.9505,43.9704"
Grantsburg WI,"-92.6836,45.7813"
Burnett WI,"-88.7085,43.5065"
Lakewood WI,"-88.5146,45.3006"
Wausau WI,"-89.6457,44.9615"
Livingston WI,"-90.4337,42.9001"
Hillsboro WI,"-90.3365,43.6559"
Exeland WI,"-91.2425,45.6669"
Whitelaw WI,"-87.8281,44.1452"
East Troy WI,"-88.3973,42.7848"
Oconto WI,"-87.8692,44.8918"
Elkhorn WI,"-88.5377,42.6711"
Nashotah WI,"-88.4037,43.0938"
Rewey WI,"-90.3961,42.8419"
Ferryville WI,"-91.0935,43.3516"
Neillsville WI,"-90.5905,44.5605"
Sun Prairie WI,"-89.2357,43.1827"
Wilton WI,"-90.5268,43.8132"
Eleva WI,"-91.4705,44.5763"
Menomonie WI,"-91.9084,44.8893"
Wales WI,"-88.3739,43.0042"
Manitowoc WI,"-87.6811,44.0991"
Ashippun WI,"-88.5159,43.2182"
New Lisbon WI,"-90.1625,43.8781"
New Odanah WI,"-90.6618,46.5986"
Sauk City WI,"-89.7307,43.2721"
Pulcifer WI,"-88.3592,44.8476"
New Berlin WI,"-88.1291,42.9726"
Milladore WI,"-89.8549,44.6057"
Mason WI,"-91.0600,46.4354"
Oconomowoc Lake WI,"-88.4521,43.0975"
Independence WI,"-91.4172,44.3328"
Maribel WI,"-87.8025,44.2775"
Oak Creek WI,"-87.9009,42.8803"
Van Dyne WI,"-88.5012,43.8862"
Pence WI,"-90.2695,46.4104"
Saukville WI,"-87.9439,43.3847"
Clyman WI,"-88.7231,43.3116"
Wild Rose WI,"-89.2442,44.1788"
Reedsburg WI,"-89.9970,43.5346"
Patch Grove WI,"-90.9725,42.9406"
Paddock Lake WI,"-88.1044,42.5707"
New Holstein WI,"-88.0942,43.9491"
Lake Hallie WI,"-91.4200,44.8921"
Hewitt WI,"-90.1048,44.6425"
Menomonee Falls WI,"-88.1227,43.1487"
Eastman WI,"-91.0254,43.1622"
Pella WI,"-88.8224,44.7426"
Princeton WI,"-89.1305,43.8527"
Melvina WI,"-90.7815,43.8024"
Peshtigo WI,"-87.7476,45.0556"
Lake Tomahawk WI,"-89.5873,45.8110"
Long Lake WI,"-88.6673,45.8431"
Maple Bluff WI,"-89.3719,43.1132"
Mishicot WI,"-87.6422,44.2303"
Iron Ridge WI,"-88.5320,43.3982"
Johnson Creek WI,"-88.7702,43.0812"
Juneau WI,"-88.7041,43.4053"
Kohler WI,"-87.7795,43.7364"
Thornton WI,"-88.6917,44.7984"
Seymour WI,"-88.3271,44.5142"
Brandon WI,"-88.7822,43.7352"
Camp Douglas WI,"-90.2697,43.9197"
Hatley WI,"-89.3371,44.8866"
Lake Ripley WI,"-88.9829,43.0045"
Bruce WI,"-91.2734,45.4590"
Hammond WI,"-92.4381,44.9691"
Maiden Rock WI,"-92.3083,44.5660"
Wind Point WI,"-87.7721,42.7814"
Minong WI,"-91.8263,46.0978"
Lewis WI,"-92.3965,45.7159"
Arkdale WI,"-89.8861,44.0253"
Wautoma WI,"-89.2916,44.0667"
Black Earth WI,"-89.7470,43.1344"
Kewaunee WI,"-87.5133,44.4607"
Cumberland WI,"-92.0269,45.5353"
North Bay WI,"-87.7812,42.7644"
Tilleda WI,"-88.9125,44.8155"
Iron Belt WI,"-90.3193,46.4031"
Deerfield WI,"-89.0762,43.0492"
DeForest WI,"-89.3437,43.2302"
Fountain City WI,"-91.6969,44.1201"
Bancroft WI,"-89.5071,44.3093"
Rothschild WI,"-89.6173,44.8761"
Poy Sippi WI,"-88.9963,44.1360"
New London WI,"-88.7394,44.3950"
Plum City WI,"-92.1918,44.6338"
Lancaster WI,"-90.7065,42.8474"
Rockdale WI,"-89.0318,42.9717"
Doylestown WI,"-89.1457,43.4276"
Wyeville WI,"-90.3861,44.0279"
Cassville WI,"-90.9890,42.7150"
Wauwatosa WI,"-88.0347,43.0615"
Diaperville WI,"-90.7101,46.6060"
Casco WI,"-87.6198,44.5558"
Theresa WI,"-88.4540,43.5164"
Centuria WI,"-92.5579,45.4497"
Caledonia WI,"-87.8762,42.7986"
Mole Lake WI,"-88.9823,45.4859"
Edgar WI,"-89.9626,44.9229"
Nekoosa WI,"-89.9073,44.3135"
Sullivan WI,"-88.5903,43.0118"
Greenleaf WI,"-88.0972,44.3170"
Tony WI,"-90.9971,45.4804"
Junction City WI,"-89.7679,44.5930"
Bohners Lake WI,"-88.2879,42.6241"
Rockland WI,"-90.9165,43.9075"
Boscobel WI,"-90.6953,43.1436"
Chili WI,"-90.3583,44.6296"
Kennan WI,"-90.5868,45.5301"
Plover WI,"-89.5382,44.4614"
Hatfield WI,"-90.7409,44.4164"
Bell Center WI,"-90.8256,43.2916"
Antigo WI,"-89.1556,45.1415"
Rome WI,"-88.6389,42.9823"
Spencer WI,"-90.2983,44.7544"
Lake Delton WI,"-89.7841,43.5932"
Hixton WI,"-91.0149,44.3831"
Cadott WI,"-91.1532,44.9502"
Hingham WI,"-87.9151,43.6465"
Cornell WI,"-91.1497,45.1632"
Port Wing WI,"-91.3807,46.7756"
Oakdale WI,"-90.3789,43.9620"
Sussex WI,"-88.2231,43.1340"
Galesville WI,"-91.3580,44.0839"
Dellwood WI,"-89.9341,43.9545"
Middle Village WI,"-88.7334,44.9347"
Cochrane WI,"-91.8391,44.2281"
Muskego WI,"-88.1291,42.8860"
Greenwood WI,"-90.5988,44.7655"
Whitefish Bay WI,"-87.9003,43.1132"
Altoona WI,"-91.4387,44.8030"
Vesper WI,"-89.9676,44.4805"
Rice Lake WI,"-91.7447,45.4863"
Columbus WI,"-89.0300,43.3354"
Campbellsport WI,"-88.2813,43.5976"
New Post WI,"-91.1930,45.8965"
Warrens WI,"-90.5157,44.1287"
Marshall WI,"-89.0614,43.1726"
Allenton WI,"-88.3443,43.4204"
Brodhead WI,"-89.3756,42.6168"
Elk Mound WI,"-91.6863,44.8744"
Clam Lake WI,"-90.9056,46.1579"
Germantown WI,"-88.1217,43.2343"
Bloomington WI,"-90.9265,42.8933"
Crivitz WI,"-88.0066,45.2337"
Wittenberg WI,"-89.1664,44.8269"
Danbury WI,"-92.3777,46.0088"
Drummond WI,"-91.2500,46.3436"
Gilmanton WI,"-91.6785,44.4738"
Mazomanie WI,"-89.7954,43.1731"
Poynette WI,"-89.4058,43.3922"
Fairchild WI,"-90.9577,44.6036"
Elm Grove WI,"-88.0867,43.0479"
Laona WI,"-88.6697,45.5597"
Plymouth WI,"-87.9656,43.7451"
Port Washington WI,"-87.8852,43.3847"
Krakow WI,"-88.2611,44.7585"
Howards Grove WI,"-87.8232,43.8261"
Spring Green WI,"-90.0688,43.1776"
Mount Hope WI,"-90.8596,42.9697"
Omro WI,"-88.7378,44.0391"
Kaukauna WI,"-88.2645,44.2778"
Woodman WI,"-90.7977,43.0925"
Bellevue WI,"-87.9554,44.4593"
Bluffview WI,"-89.7730,43.3641"
Legend Lake WI,"-88.5440,44.8909"
Cambria WI,"-89.1108,43.5416"
Fort Atkinson WI,"-88.8441,42.9253"
Bay City WI,"-92.4574,44.5872"
River Hills WI,"-87.9353,43.1717"
Loyal WI,"-90.4959,44.7366"
Fitchburg WI,"-89.4255,42.9859"
Norwalk WI,"-90.6269,43.8342"
Chippewa Falls WI,"-91.3902,44.9359"
Burlington WI,"-88.2724,42.6749"
Appleton WI,"-88.3894,44.2774"
Edgerton WI,"-89.0698,42.8386"
Scandinavia WI,"-89.1460,44.4608"
Sturtevant WI,"-87.9019,42.6995"
Knowlton WI,"-89.6803,44.7189"
Elroy WI,"-90.2705,43.7420"
Rosholt WI,"-89.3052,44.6300"
Chilton WI,"-88.1625,44.0293"
Barneveld WI,"-89.8968,43.0117"
Arcadia WI,"-91.4921,44.2486"
Coon Valley WI,"-91.0112,43.7024"
Franklin WI,"-88.0104,42.8854"
Blue River WI,"-90.5718,43.1844"
Montreal WI,"-90.2382,46.4312"
West Bend WI,"-88.1823,43.4184"
Elmwood Park WI,"-87.8223,42.6917"
Athens WI,"-90.0792,45.0349"
New Richmond WI,"-92.5339,45.1229"
Baileys Harbor WI,"-87.1330,45.0659"
Merrimac WI,"-89.6272,43.3741"
Oregon WI,"-89.3887,42.9252"
Downing WI,"-92.1243,45.0498"
Catawba WI,"-90.5335,45.5371"
Bowler WI,"-88.9814,44.8627"
Wisconsin Rapids WI,"-89.8265,44.3928"
Tustin WI,"-88.8960,44.1698"
Cuba City WI,"-90.4318,42.6036"
Webster WI,"-92.3628,45.8798"
Lone Rock WI,"-90.2012,43.1857"
Pittsville WI,"-90.1301,44.4390"
Shorewood Hills WI,"-89.4470,43.0788"
Fox Point WI,"-87.9013,43.1581"
Winter WI,"-91.0130,45.8221"
Lake Geneva WI,"-88.4282,42.5825"
Coleman WI,"-88.0348,45.0695"
Springfield WI,"-88.4135,42.6407"
Marengo WI,"-90.8081,46.4219"
Siren WI,"-92.3823,45.7826"
Argonne WI,"-88.8777,45.6582"
Packwaukee WI,"-89.4599,43.7653"
Dodgeville WI,"-90.1297,42.9660"
Marathon City WI,"-89.8436,44.9379"
St. Joseph WI,"-91.0436,43.7855"
Cascade WI,"-88.0075,43.6598"
Turtle Lake WI,"-92.1451,45.3934"
Green Valley WI,"-88.2682,44.7969"
Beloit WI,"-89.0184,42.5230"
Bear Creek WI,"-88.7275,44.5313"
Glen Haven WI,"-91.0633,42.8313"
South Milwaukee WI,"-87.8627,42.9120"
Hager City WI,"-92.5336,44.6012"
Saxon WI,"-90.4100,46.4941"
Green Bay WI,"-87.9896,44.5150"
Browntown WI,"-89.7894,42.5788"
Barron WI,"-91.8476,45.4015"
Prairie du Sac WI,"-89.7352,43.2920"
Suamico WI,"-88.0664,44.6352"
Hancock WI,"-89.5209,44.1333"
Ettrick WI,"-91.2650,44.1695"
Ridgeland WI,"-91.8965,45.2025"
Stockholm WI,"-92.2633,44.4852"
Weyauwega WI,"-88.9332,44.3240"
Cross Plains WI,"-89.6475,43.1146"
Jackson WI,"-88.1668,43.3244"
Barronett WI,"-91.9942,45.6363"
Okauchee Lake WI,"-88.4408,43.1248"
Cobb WI,"-90.3296,42.9661"
Eagle WI,"-88.4696,42.8790"
Eagle Lake WI,"-88.1291,42.7014"
Birch Hill WI,"-90.5555,46.5209"
Tomahawk WI,"-89.7228,45.4746"
Ripon WI,"-88.8386,43.8436"
Gordon WI,"-91.7995,46.2409"
Merrill WI,"-89.7004,45.1818"
Potter WI,"-88.0991,44.1202"
Lac La Belle WI,"-88.5302,43.1428"
Cottage Grove WI,"-89.2026,43.0908"
Ashwaubenon WI,"-88.0889,44.4796"
Balsam Lake WI,"-92.4528,45.4585"
Curtiss WI,"-90.4350,44.9521"
Sandy Hook WI,"-90.6168,42.5466"
Glenbeulah WI,"-88.0465,43.7982"
Taycheedah WI,"-88.3914,43.8122"
Hartford WI,"-88.3782,43.3220"
St. Cloud WI,"-88.1687,43.8245"
Milton WI,"-88.9430,42.7751"
West Salem WI,"-91.0882,43.8989"
Tigerton WI,"-89.0459,44.7409"
Washburn WI,"-90.9017,46.6769"
Adell WI,"-87.9482,43.6214"
Wausaukee WI,"-87.9552,45.3780"
Phillips WI,"-90.4018,45.6958"
Goodman WI,"-88.3518,45.6231"
Jefferson WI,"-88.8084,43.0044"
Spring Valley WI,"-92.2443,44.8500"
White Lake WI,"-88.7704,45.1617"
Verona WI,"-89.5381,42.9884"
Fox Lake WI,"-88.9130,43.5618"
Valders WI,"-87.8859,44.0696"
Wauzeka WI,"-90.8995,43.0851"
Hurley WI,"-90.1983,46.4462"
Madison WI,"-89.3923,43.0827"
West Allis WI,"-88.0296,43.0068"
Maine WI,"-89.6823,45.0503"
Hustler WI,"-90.2658,43.8773"
Amery WI,"-92.3635,45.3045"
Caroline WI,"-88.8948,44.7220"
Reeseville WI,"-88.8445,43.3062"
Iron River WI,"-91.4070,46.5670"
Bagley WI,"-91.0974,42.9015"
Gratiot WI,"-90.0235,42.5801"
Osceola WI,"-92.6935,45.3194"
Neopit WI,"-88.8227,44.9877"
New Glarus WI,"-89.6337,42.8130"
Stanley WI,"-90.9424,44.9597"
Stetsonville WI,"-90.3143,45.0772"
Montello WI,"-89.3336,43.7938"
Prentice WI,"-90.2898,45.5408"
Mondovi WI,"-91.6667,44.5712"
Herbster WI,"-91.2419,46.8421"
Clayton WI,"-92.1710,45.3260"
Como WI,"-88.4914,42.6114"
Brown Deer WI,"-87.9750,43.1743"
Woodruff WI,"-89.6913,45.8946"
Boaz WI,"-90.5277,43.3299"
Marquette WI,"-89.1384,43.7464"
Endeavor WI,"-89.4695,43.7163"
Mauston WI,"-90.0775,43.7995"
Oliver WI,"-92.1883,46.6493"
Howard WI,"-88.0921,44.5703"
Port Edwards WI,"-89.8540,44.3484"
Fox Crossing WI,"-88.4787,44.2236"
Westboro WI,"-90.2934,45.3608"
Gays Mills WI,"-90.8489,43.3220"
Sobieski WI,"-88.0659,44.7226"
Spooner WI,"-91.8860,45.8271"
Elderon WI,"-89.2480,44.7843"
Big Bend WI,"-88.2122,42.9023"
Lannon WI,"-88.1604,43.1522"
Glen Flora WI,"-90.8935,45.4970"
Eureka WI,"-88.8426,44.0073"
Poplar WI,"-91.7836,46.5828"
Sturgeon Bay WI,"-87.3661,44.8228"
Tainter Lake WI,"-91.8437,44.9882"
Abbotsford WI,"-90.3163,44.9433"
Harrison WI,"-88.2941,44.1935"
Darien WI,"-88.7129,42.6007"
Glidden WI,"-90.5721,46.1346"
Sheldon WI,"-90.9567,45.3119"
Kimberly WI,"-88.3377,44.2670"
Greenbush WI,"-88.0902,43.7778"
Iola WI,"-89.1248,44.5091"
Yuba WI,"-90.4267,43.5364"
North Fond du Lac WI,"-88.4861,43.8107"
Allouez WI,"-88.0261,44.4721"
Dunbar WI,"-88.1754,45.6471"
Auburndale WI,"-90.0144,44.6266"
Soldiers Grove WI,"-90.7735,43.3921"
La Farge WI,"-90.6381,43.5782"
McFarland WI,"-89.2868,43.0196"
Waumandee WI,"-91.7051,44.3024"
Potosi WI,"-90.7107,42.6875"
Fall River WI,"-89.0456,43.3856"
Cambridge WI,"-89.0214,43.0071"
Gresham WI,"-88.7856,44.8478"
Zoar WI,"-88.8945,45.0178"
Wrightstown WI,"-88.1758,44.3263"
Two Rivers WI,"-87.5824,44.1564"
Somerset WI,"-92.6756,45.1269"
Delavan Lake WI,"-88.6177,42.5987"
Clintonville WI,"-88.7513,44.6221"
Stoddard WI,"-91.2181,43.6622"
Benton WI,"-90.3835,42.5702"
Wisconsin Dells WI,"-89.7752,43.6336"
Rhinelander WI,"-89.4256,45.6360"
Redgranite WI,"-89.1058,44.0513"
Taylor WI,"-91.1206,44.3217"
Sextonville WI,"-90.2922,43.2797"
Rock Springs WI,"-89.9177,43.4790"
Angelica WI,"-88.3215,44.6750"
Franks Field WI,"-90.5989,46.5522"
Coloma WI,"-89.5310,44.0386"
Fond du Lac WI,"-88.4397,43.7718"
Dousman WI,"-88.4760,43.0088"
Thorp WI,"-90.8023,44.9580"
Cameron WI,"-91.7423,45.4057"
Rib Lake WI,"-90.2031,45.3196"
Richland Center WI,"-90.3840,43.3403"
Somers WI,"-87.8919,42.6411"
Osseo WI,"-91.2120,44.5795"
Frederic WI,"-92.4647,45.6548"
Oakfield WI,"-88.5476,43.6843"
Alma WI,"-91.9222,44.3366"
Cable WI,"-91.2933,46.2013"
Potter Lake WI,"-88.3487,42.8196"
Bangor WI,"-90.9935,43.8937"
Kenosha WI,"-87.8762,42.5864"
Marion WI,"-88.8902,44.6744"
Kiel WI,"-88.0266,43.9167"
Dickeyville WI,"-90.5914,42.6248"
Dalton WI,"-89.2069,43.6562"
Augusta WI,"-91.1203,44.6784"
Boyceville WI,"-92.0384,45.0427"
Blanchardville WI,"-89.8606,42.8094"
Merrillan WI,"-90.8355,44.4504"
Milltown WI,"-92.5015,45.5261"
Random Lake WI,"-87.9548,43.5541"
Racine WI,"-87.8135,42.7274"
Prairie Farm WI,"-91.9805,45.2368"
Pleasant Prairie WI,"-87.8895,42.5266"
Arena WI,"-89.9104,43.1636"
Conrath WI,"-91.0357,45.3842"
Blue Mounds WI,"-89.8265,43.0180"
West Milwaukee WI,"-87.9710,43.0124"
Luck WI,"-92.4667,45.5718"
Cataract WI,"-90.8384,44.0867"
Florence WI,"-88.2525,45.9250"
Keshena WI,"-88.6002,44.8697"
Chain O' Lakes WI,"-89.1671,44.3318"
Linden WI,"-90.2742,42.9186"
North Hudson WI,"-92.7559,44.9976"
Genoa City WI,"-88.3193,42.5065"
Withee WI,"-90.5989,44.9508"
Avoca WI,"-90.3260,43.1906"
Rosendale WI,"-88.6731,43.8080"
Egg Harbor WI,"-87.2826,45.0528"
Eden WI,"-88.3642,43.6928"
Lynxville WI,"-91.0464,43.2493"
Forest Junction WI,"-88.1496,44.2139"
Niagara WI,"-87.9991,45.7801"
Sayner WI,"-89.5332,45.9910"
Solon Springs WI,"-91.8208,46.3495"
Boulder Junction WI,"-89.6452,46.1126"
Brice Prairie WI,"-91.3073,43.9375"
Jump River WI,"-90.7966,45.3555"
Kellnersville WI,"-87.8021,44.2253"
Navarino WI,"-88.4936,44.6108"
Kewaskum WI,"-88.2306,43.5177"
Argyle WI,"-89.8659,42.7013"
Chaseburg WI,"-91.0970,43.6598"
Darlington WI,"-90.1189,42.6780"
Milwaukee WI,"-87.9673,43.0642"
Mount Horeb WI,"-89.7317,43.0060"
Hortonville WI,"-88.6361,44.3368"
Lake Mills WI,"-88.9055,43.0774"
Edmund WI,"-90.2644,42.9662"
Lowell WI,"-88.8183,43.3363"
Oxford WI,"-89.5625,43.7798"
St. Francis WI,"-87.8729,42.9716"
Elkhart Lake WI,"-88.0147,43.8321"
Star Prairie WI,"-92.5321,45.1975"
Genoa WI,"-91.2261,43.5734"
Friendship WI,"-89.8202,43.9720"
Medford WI,"-90.3437,45.1366"
Pardeeville WI,"-89.3010,43.5359"
Randolph WI,"-89.0029,43.5396"
Forestville WI,"-87.4787,44.6907"
Beaver Dam WI,"-88.8311,43.4688"
Kieler WI,"-90.6051,42.5823"
Elcho WI,"-89.1853,45.4353"
Belleville WI,"-89.5402,42.8643"
Post Lake WI,"-89.0921,45.4352"
Little Sturgeon WI,"-87.5743,44.8422"
Ellison Bay WI,"-87.0729,45.2551"
Mount Pleasant WI,"-87.8875,42.7129"
Hebron WI,"-88.6916,42.9232"
Arlington WI,"-89.3725,43.3350"
King WI,"-89.1231,44.3400"
Knapp WI,"-92.0769,44.9514"
Prescott WI,"-92.7882,44.7522"
Dane WI,"-89.4996,43.2499"
Lake Sherwood WI,"-89.7939,44.2057"
Buffalo City WI,"-91.8654,44.2237"
Delafield WI,"-88.3913,43.0720"
Millston WI,"-90.6447,44.1885"
Mountain WI,"-88.4681,45.1864"
Wilson WI,"-92.1705,44.9586"
Rochester WI,"-88.2489,42.7338"
Glenwood City WI,"-92.1714,45.0570"
Readstown WI,"-90.7590,43.4485"
Sherwood WI,"-88.2756,44.1765"
Waupaca WI,"-89.0721,44.3508"
Brooklyn WI,"-89.3723,42.8524"
Waubeka WI,"-87.9921,43.4702"
Green Lake WI,"-88.9560,43.8441"
Radisson WI,"-91.2178,45.7684"
Ogema WI,"-90.2927,45.4510"
Cazenovia WI,"-90.1991,43.5237"
Mount Calvary WI,"-88.2461,43.8263"
Mosinee WI,"-89.6839,44.7874"
Downsville WI,"-91.9260,44.7708"
Tunnel City WI,"-90.5679,44.0050"
Hazel Green WI,"-90.4362,42.5341"
Colby WI,"-90.3159,44.9107"
Ingram WI,"-90.8137,45.5056"
Newald WI,"-88.7005,45.7396"
Strum WI,"-91.3876,44.5532"
Lake Ivanhoe WI,"-88.3415,42.5800"
Lyndon Station WI,"-89.8937,43.7088"
Winneconne WI,"-88.7114,44.1112"
Baldwin WI,"-92.3709,44.9540"
Diamond Bluff WI,"-92.6189,44.6489"
Grand Marsh WI,"-89.7072,43.8852"
Pembine WI,"-87.9918,45.6367"
Union Grove WI,"-88.0495,42.6863"
Hales Corners WI,"-88.0491,42.9410"
Winchester WI,"-88.6599,44.1982"
Oostburg WI,"-87.7888,43.6237"
Ixonia WI,"-88.5963,43.1396"
Necedah WI,"-90.0717,44.0233"
Newburg WI,"-88.0477,43.4321"
Friesland WI,"-89.0669,43.5886"
Shorewood WI,"-87.8864,43.0914"
Dorchester WI,"-90.3308,45.0025"
Wheeler WI,"-91.9037,45.0441"
Park Falls WI,"-90.4463,45.9348"
Brillion WI,"-88.0708,44.1755"
Manawa WI,"-88.9204,44.4613"
Weyerhaeuser WI,"-91.4145,45.4251"
Steuben WI,"-90.8569,43.1833"
Crandon WI,"-88.8973,45.5686"
Haugen WI,"-91.7789,45.6078"
Pound WI,"-88.0334,45.0956"
Horicon WI,"-88.6403,43.4453"
Owen WI,"-90.5621,44.9485"
Belmont WI,"-90.3347,42.7380"
Rio WI,"-89.2388,43.4497"
Algoma WI,"-87.4465,44.6057"
Monroe WI,"-89.6381,42.6030"
Albany WI,"-89.4367,42.7069"
Eland WI,"-89.2090,44.8670"
Brule WI,"-91.5712,46.5589"
Viola WI,"-90.6735,43.5070"
Luxemburg WI,"-87.7065,44.5449"
Hollandale WI,"-89.9342,42.8756"
Blair WI,"-91.2425,44.3083"
Monticello WI,"-89.5899,42.7456"
Williams Bay WI,"-88.5432,42.5770"
Sheboygan WI,"-87.7316,43.7403"
Rudolph WI,"-89.8018,44.4972"
Rib Mountain WI,"-89.6771,44.9196"
St. Croix Falls WI,"-92.6268,45.4101"
Stevens Point WI,"-89.5508,44.5241"
Sparta WI,"-90.8130,43.9376"
Plainfield WI,"-89.4970,44.2175"
Fremont WI,"-88.8715,44.2602"
Tomah WI,"-90.4996,43.9880"
Waukesha WI,"-88.2464,43.0087"
Adams WI,"-89.8169,43.9554"
Dyckesville WI,"-87.7656,44.6404"
La Crosse WI,"-91.2268,43.8241"
Trempealeau WI,"-91.4285,44.0029"
Brookfield WI,"-88.1231,43.0640"
Suring WI,"-88.3693,45.0007"
Hilbert WI,"-88.1611,44.1415"
Viroqua WI,"-90.8863,43.5582"
Clinton WI,"-88.8679,42.5574"
Greenfield WI,"-88.0051,42.9619"
Middleton WI,"-89.5058,43.1064"
Ontario WI,"-90.5941,43.7222"
Muscoda WI,"-90.4334,43.1873"
Browns Lake WI,"-88.2308,42.6908"
Lake Arrowhead WI,"-89.8388,44.2030"
Boyd WI,"-91.0398,44.9533"
Lebanon WI,"-88.6294,43.2588"
Platteville WI,"-90.4675,42.7279"
Cudahy WI,"-87.8641,42.9467"
Lime Ridge WI,"-90.1577,43.4676"
Chelsea WI,"-90.3054,45.2926"
Janesville WI,"-89.0136,42.6855"
Abrams WI,"-88.0605,44.7796"
French Island WI,"-91.2614,43.8592"
Lauderdale Lakes WI,"-88.5778,42.7709"
Mellen WI,"-90.6607,46.3240"
Hayward WI,"-91.4826,46.0094"
Dale WI,"-88.6729,44.2757"
Lena WI,"-88.0476,44.9530"
Colfax WI,"-91.7264,44.9970"
Northport WI,"-88.8038,44.4082"
North Freedom WI,"-89.8603,43.4590"
Fontana-on-Geneva Lake WI,"-88.5701,42.5453"
Hanover WI,"-89.1712,42.6388"
La Valle WI,"-90.1304,43.5831"
Watertown WI,"-88.7285,43.1893"
Summit WI,"-88.4815,43.0504"
Reserve WI,"-91.3545,45.8338"
Mount Sterling WI,"-90.9292,43.3163"
Whiting WI,"-89.5600,44.4907"
Lake Wazeecha WI,"-89.7551,44.3709"
Eagle River WI,"-89.2560,45.9250"
Mercer WI,"-90.0527,46.1636"
Oconto Falls WI,"-88.1444,44.8738"
Minocqua WI,"-89.7032,45.8788"
Marinette WI,"-87.6327,45.0869"
Amberg WI,"-87.9874,45.5062"
Ironton WI,"-90.1436,43.5452"
Aniwa WI,"-89.2089,45.0117"
Waterford WI,"-88.2158,42.7646"
Shell Lake WI,"-91.9033,45.7322"
Arpin WI,"-90.0315,44.5393"
Shullsburg WI,"-90.2347,42.5733"
Nichols WI,"-88.4677,44.5672"
Ephraim WI,"-87.1667,45.1589"
Juda WI,"-89.5092,42.5900"
Springbrook WI,"-91.6890,45.9468"
Ogdensburg WI,"-89.0316,44.4535"
Big Falls WI,"-89.0166,44.6175"
Grand View WI,"-91.1035,46.3681"
Stockbridge WI,"-88.3105,44.0717"
Collins WI,"-87.9839,44.0827"
Oshkosh WI,"-88.5617,44.0228"
Trego WI,"-91.8286,45.9049"
Hobart WI,"-88.1602,44.4966"
